Date,Open,High,Low,Close,Volume
2020-11-16,115.76294667468657,117.77799265499445,115.01339166540757,117.10631561279297,91183000.0
2020-11-17,116.37622254278644,117.46648433849896,115.80188183810091,116.22046661376953,74271000.0
2020-11-18,115.46118772161485,116.63906421361688,114.86738117394037,114.8965835571289,76322100.0
2020-11-19,114.4682514561133,115.89922751370858,113.70895985661822,115.4903793334961,74113000.0
2020-11-20,115.49036722148352,115.61691333251069,114.1762082504216,114.2248764038086,73604300.0
2020-11-23,114.06915102717399,114.49747245412723,110.73020904206231,110.82755279541016,127959300.0
2020-11-24,110.88597355527465,112.77446628204345,109.60100917514639,112.11251831054688,113874200.0
2020-11-25,112.48241594054053,113.6505557267342,112.11249931432629,112.94966888427734,76499200.0
2020-11-27,113.47532334723114,114.37089759423498,113.1346165605287,113.49478912353516,46691300.0
2020-11-30,113.86472833539251,117.75853793262587,113.70897238661402,115.88951110839844,169410200.0
2020-12-01,117.79747164276061,120.19216354656007,116.82401928706074,119.46207427978516,127728200.0
2020-12-02,118.78064316901394,120.0948096799896,117.68064477339988,119.81250762939453,89004200.0
2020-12-03,120.24081275840679,120.49391241051909,118.96559275000595,119.67621612548828,78967600.0
2020-12-04,119.34525394863078,119.59835363347426,118.29392365175957,119.00454711914062,78260400.0
2020-12-07,119.06293291504485,121.26293690576492,119.00452816125119,120.46470642089844,86712000.0
2020-12-08,121.06827375333532,121.66208029231422,119.82224848300353,121.0780029296875,82225500.0
2020-12-09,121.2240215863675,122.60632215950014,117.78773593298261,118.54702758789062,115089200.0
2020-12-10,117.30100444410381,120.58154143292921,116.96029761781081,119.96826171875,81312200.0
2020-12-11,119.17976698694284,119.50100803270227,117.34967931202699,119.1603012084961,86939800.0
2020-12-14,119.34525822854418,120.07534750085607,118.31340110026942,118.54702758789062,79184500.0
2020-12-15,121.03905488619017,124.50455010924838,120.83463079530905,124.48507690429688,157243700.0
2020-12-16,124.0275637947843,124.9620697049553,123.20012338037756,124.41693878173828,98208600.0
2020-12-17,125.4780203524824,126.13997577136618,124.64085061471266,125.28333282470703,94359800.0
2020-12-18,125.53641332100761,125.67269604688084,122.7718049671832,123.29747009277344,192541500.0
2020-12-21,121.70098694468902,124.90364547308224,120.17266733587894,124.82576751708984,121251600.0
2020-12-22,128.1160699450411,130.8417396142282,126.20809672049869,128.37890625,168904800.0
2020-12-23,128.65146195480474,128.91428338608608,127.30809300233021,127.48332214355469,88223700.0
2020-12-24,127.83373850895474,129.9169254349974,127.6195778559662,128.4664764404297,54930100.0
2020-12-28,130.43289960768968,133.69395641508856,129.96563173528466,133.06121826171875,124486200.0
2020-12-29,134.3851222341288,135.105467586539,130.77360687946737,131.28953552246094,121047300.0
2020-12-30,131.98065036313264,132.37976932791838,129.85851685438772,130.17002868652344,96452100.0
2020-12-31,130.5204870277971,131.16296911492586,128.2231389904879,129.16738891601562,99116600.0
