Date,Open,High,Low,Close,Volume
2020-11-16,206.0227706470855,208.7746089813401,205.68719059789177,208.2855987548828,24953300.0
2020-11-17,207.20217276240635,208.71710400471295,205.26534137683592,205.62969970703125,24154100.0
2020-11-18,205.3893875825999,206.8506221043053,202.77455303589352,202.91876220703125,28372800.0
2020-11-19,203.2071569644837,204.79335509566087,201.81320838208123,204.20693969726562,24792700.0
2020-11-20,203.99543213609604,205.04328452616463,201.880496534734,202.2554168701172,22843100.0
2020-11-23,202.79375500799998,204.0819412748359,200.111634964733,201.98623657226562,25683500.0
2020-11-24,201.48634012873154,205.966167884209,200.7845691949016,205.59124755859375,33979700.0
2020-11-25,206.79295283395507,206.96598624387408,204.24541872912,205.60089111328125,21012900.0
2020-11-27,206.54298182630274,207.90807676542295,205.76428758442702,206.9082794189453,14512200.0
2020-11-30,205.82200601550431,206.4564765117484,202.68804183772352,205.7931671142578,33064800.0
2020-12-01,206.21610523136007,208.91747073268834,205.10096702441447,207.8503875732422,30904500.0
2020-12-02,206.57183206459354,207.13901664044988,204.57225193068112,207.04287719726562,23724500.0
2020-12-03,206.3122630148417,208.0138313758631,205.38937425344153,205.95657348632812,25120900.0
2020-12-04,205.93732826589252,207.0524811628778,204.93753095520978,206.07191467285156,24666000.0
2020-12-07,206.08150150138616,207.20626235832566,204.7548683892306,206.0045928955078,24620000.0
2020-12-08,205.69699327130186,208.5617694437516,204.6587489935617,207.65811157226562,23284100.0
2020-12-09,206.84102036678178,206.90830624698555,203.04374677822415,203.61093139648438,32440600.0
2020-12-10,203.58202522342577,204.84137239552638,202.22653863272166,202.38035583496094,26733300.0
2020-12-11,201.9285556018802,205.07212727508463,201.02489774661876,205.01443481445312,30979400.0
2020-12-14,204.8606455997479,207.85040024359688,204.6491505701134,205.91810607910156,28798400.0
2020-12-15,206.8505821440536,207.09091604736759,204.03387583824556,205.85079956054688,27000600.0
2020-12-16,206.44686205659363,211.59962250655175,206.418023156238,210.8017120361328,35023300.0
2020-12-17,211.36887743172719,212.34944396119258,209.49427573482185,210.936279296875,32515800.0
2020-12-18,210.1383514404297,211.19582649894002,207.66772650382657,210.1383514404297,63354900.0
2020-12-21,209.13856336957843,215.33917507525882,208.87899864949568,213.9836883544922,37181900.0
2020-12-22,214.07983982803108,216.90616900693473,213.27232139657806,215.28150939941406,22612200.0
2020-12-23,214.4835990132928,214.91619712516564,212.26291599270337,212.4744110107422,18699600.0
